Season,Week,Name,Judge_Raw_Score,Mode,Est_Fan_Percent_Mean,Est_Fan_Percent_Std,Acceptance_Rate,Actual_Result,Judge_Rank_Points,Judge_Percent
10,4,Aiden Turner,16.5,percentage,6.45,1.75,22.83,Eliminated,,8.89
10,4,Niecy Nash,18.0,percentage,12.04,4.1,22.83,Safe,,9.7
10,4,Chad Ochocinco,22.0,percentage,12.28,4.44,22.83,Safe,,11.86
10,4,Evan Lysacek,26.0,percentage,10.46,4.28,22.83,Safe,,14.02
10,4,Pamela Anderson,23.5,percentage,11.21,4.32,22.83,Safe,,12.67
10,4,Nicole Scherzinger,25.0,percentage,10.6,4.26,22.83,Safe,,13.48
10,4,Erin Andrews,19.5,percentage,11.31,4.02,22.83,Safe,,10.51
10,4,Kate Gosselin,16.0,percentage,13.87,4.34,22.83,Safe,,8.63
10,4,Jake Pavelka,19.0,percentage,11.78,4.13,22.83,Safe,,10.24
10,5,Niecy Nash,18.0,percentage,14.27,4.29,22.1,Safe,,10.4
10,5,Chad Ochocinco,18.0,percentage,14.47,4.33,22.1,Safe,,10.4
10,5,Evan Lysacek,27.0,percentage,11.55,4.42,22.1,Safe,,15.61
10,5,Pamela Anderson,21.0,percentage,12.99,4.33,22.1,Safe,,12.14
10,5,Nicole Scherzinger,29.0,percentage,11.51,4.44,22.1,Safe,,16.76
10,5,Erin Andrews,22.0,percentage,12.87,4.38,22.1,Safe,,12.72
10,5,Kate Gosselin,15.0,percentage,9.12,2.05,22.1,Eliminated,,8.67
10,5,Jake Pavelka,23.0,percentage,13.22,4.52,22.1,Safe,,13.29
10,6,Niecy Nash,25.9998,percentage,16.9,4.67,25.32,Safe,,12.44
10,6,Chad Ochocinco,30.999899999999997,percentage,16.43,4.95,25.32,Safe,,14.83
10,6,Evan Lysacek,27.0,percentage,14.52,4.16,25.32,Safe,,12.92
10,6,Pamela Anderson,29.9998,percentage,15.21,4.6,25.32,Safe,,14.35
10,6,Nicole Scherzinger,35.9999,percentage,13.14,4.56,25.32,Safe,,17.22
10,6,Erin Andrews,34.0,percentage,14.57,4.71,25.32,Safe,,16.27
10,6,Jake Pavelka,24.999899999999997,percentage,9.24,2.19,25.32,Eliminated,,11.96
10,7,Niecy Nash,24.5,percentage,19.75,4.92,17.35,Safe,,15.76
10,7,Chad Ochocinco,26.0,percentage,19.03,4.94,17.35,Safe,,16.72
10,7,Evan Lysacek,27.0,percentage,17.19,4.58,17.35,Safe,,17.36
10,7,Pamela Anderson,25.5,percentage,10.3,2.14,17.35,Eliminated,,16.4
10,7,Nicole Scherzinger,27.0,percentage,16.04,4.29,17.35,Safe,,17.36
10,7,Erin Andrews,25.5,percentage,17.69,4.53,17.35,Safe,,16.4
10,8,Niecy Nash,21.5,percentage,15.68,2.76,26.39,Eliminated,,17.0
10,8,Chad Ochocinco,22.5,percentage,23.5,4.99,26.39,Safe,,17.79
10,8,Evan Lysacek,26.5,percentage,20.7,4.94,26.39,Safe,,20.95
10,8,Nicole Scherzinger,29.5,percentage,18.97,4.95,26.39,Safe,,23.32
10,8,Erin Andrews,26.5,percentage,21.14,5.04,26.39,Safe,,20.95
10,9,Chad Ochocinco,26.0,percentage,20.2,2.96,21.16,Eliminated,,23.01
10,9,Evan Lysacek,29.5,percentage,26.8,5.15,21.16,Safe,,26.11
10,9,Nicole Scherzinger,29.5,percentage,25.35,4.8,21.16,Safe,,26.11
10,9,Erin Andrews,28.0,percentage,27.65,5.08,21.16,Safe,,24.78
10,10,Evan Lysacek,26.888699999999996,percentage,33.58,6.62,100.0,Safe,,32.53
10,10,Nicole Scherzinger,28.7777,percentage,31.77,6.51,100.0,Safe,,34.81
10,10,Erin Andrews,26.9998,percentage,34.65,6.67,100.0,Safe,,32.66
11,1,David Hasselhoff,15.0,percentage,1.24,0.97,19.16,Eliminated,,6.61
11,1,Florence Henderson,18.0,percentage,8.94,7.86,19.16,Safe,,7.93
11,1,Kyle Massey,23.0,percentage,8.56,7.83,19.16,Safe,,10.13
11,1,Jennifer Grey,24.0,percentage,8.66,7.99,19.16,Safe,,10.57
11,1,Rick Fox,22.0,percentage,8.67,7.87,19.16,Safe,,9.69
11,1,Kurt Warner,19.0,percentage,8.74,7.78,19.16,Safe,,8.37
11,1,Margaret Cho,15.0,percentage,9.78,7.8,19.16,Safe,,6.61
11,1,Michael Bolton,16.0,percentage,9.32,7.74,19.16,Safe,,7.05
11,1,Brandy,23.0,percentage,8.59,7.83,19.16,Safe,,10.13
11,1,The Situation,15.0,percentage,9.8,7.78,19.16,Safe,,6.61
11,1,Audrina Patridge,19.0,percentage,8.79,7.87,19.16,Safe,,8.37
11,1,Bristol Palin,18.0,percentage,8.93,7.92,19.16,Safe,,7.93
11,2,Florence Henderson,19.0,percentage,9.55,3.93,38.12,Safe,,8.6
11,2,Kyle Massey,22.0,percentage,8.96,3.92,38.12,Safe,,9.95
11,2,Jennifer Grey,24.0,percentage,9.01,4.0,38.12,Safe,,10.86
11,2,Rick Fox,21.0,percentage,9.13,3.94,38.12,Safe,,9.5
11,2,Kurt Warner,21.0,percentage,9.19,3.93,38.12,Safe,,9.5
11,2,Margaret Cho,18.0,percentage,10.4,4.08,38.12,Safe,,8.14
11,2,Michael Bolton,12.0,percentage,5.77,1.71,38.12,Eliminated,,5.43
11,2,Brandy,21.0,percentage,9.09,3.92,38.12,Safe,,9.5
11,2,The Situation,18.0,percentage,10.44,4.11,38.12,Safe,,8.14
11,2,Audrina Patridge,23.0,percentage,9.12,4.04,38.12,Safe,,10.41
11,2,Bristol Palin,22.0,percentage,9.35,4.01,38.12,Safe,,9.95
11,3,Florence Henderson,20.0,percentage,11.02,4.01,16.03,Safe,,9.05
11,3,Kyle Massey,23.0,percentage,10.09,3.95,16.03,Safe,,10.41
11,3,Jennifer Grey,24.0,percentage,9.98,4.02,16.03,Safe,,10.86
11,3,Rick Fox,24.0,percentage,10.1,4.07,16.03,Safe,,10.86
11,3,Kurt Warner,23.0,percentage,10.32,4.11,16.03,Safe,,10.41
11,3,Margaret Cho,18.0,percentage,5.63,1.5,16.03,Eliminated,,8.14
11,3,Brandy,24.0,percentage,10.07,4.04,16.03,Safe,,10.86
11,3,The Situation,20.0,percentage,11.81,4.21,16.03,Safe,,9.05
11,3,Audrina Patridge,26.0,percentage,9.93,4.11,16.03,Safe,,11.76
11,3,Bristol Palin,19.0,percentage,11.04,3.95,16.03,Safe,,8.6
11,4,Florence Henderson,17.5,percentage,12.59,4.25,21.86,Safe,,9.78
11,4,Kyle Massey,20.0,percentage,11.29,4.14,21.86,Safe,,11.17
11,4,Jennifer Grey,28.0,percentage,10.71,4.36,21.86,Safe,,15.64
11,4,Rick Fox,19.5,percentage,11.43,4.17,21.86,Safe,,10.89
11,4,Kurt Warner,17.0,percentage,12.04,4.13,21.86,Safe,,9.5
11,4,Brandy,24.0,percentage,10.95,4.33,21.86,Safe,,13.41
11,4,The Situation,14.0,percentage,7.28,1.84,21.86,Eliminated,,7.82
11,4,Audrina Patridge,23.0,percentage,10.87,4.27,21.86,Safe,,12.85
11,4,Bristol Palin,16.0,percentage,12.83,4.22,21.86,Safe,,8.94
11,5,Florence Henderson,21.0,percentage,7.16,1.73,11.85,Eliminated,,11.54
11,5,Kyle Massey,20.0,percentage,13.75,4.1,11.85,Safe,,10.99
11,5,Jennifer Grey,25.0,percentage,12.24,4.21,11.85,Safe,,13.74
11,5,Rick Fox,24.0,percentage,13.09,4.43,11.85,Safe,,13.19
11,5,Kurt Warner,24.0,percentage,13.5,4.47,11.85,Safe,,13.19
11,5,Brandy,27.0,percentage,12.11,4.4,11.85,Safe,,14.84
11,5,Audrina Patridge,23.0,percentage,12.71,4.13,11.85,Safe,,12.64
11,5,Bristol Palin,18.0,percentage,15.44,4.34,11.85,Safe,,9.89
11,6,Kyle Massey,29.999899999999997,percentage,15.46,4.47,9.19,Safe,,14.49
11,6,Jennifer Grey,29.0,percentage,14.62,4.06,9.19,Safe,,14.01
11,6,Rick Fox,30.0,percentage,15.01,4.27,9.19,Safe,,14.49
11,6,Kurt Warner,21.9999,percentage,17.36,4.0,9.19,Safe,,10.63
11,6,Brandy,35.9999,percentage,13.25,4.34,9.19,Safe,,17.39
11,6,Audrina Patridge,31.9998,percentage,7.07,1.73,9.19,Eliminated,,15.46
11,6,Bristol Palin,27.9998,percentage,17.22,4.65,9.19,Safe,,13.53
11,7,Kyle Massey,33.5,percentage,18.09,4.61,19.0,Safe,,16.07
11,7,Jennifer Grey,36.5,percentage,16.91,4.56,19.0,Safe,,17.51
11,7,Rick Fox,34.5,percentage,10.0,2.17,19.0,Eliminated,,16.55
11,7,Kurt Warner,35.0,percentage,19.48,5.13,19.0,Safe,,16.79
11,7,Brandy,36.5,percentage,15.82,4.28,19.0,Safe,,17.51
11,7,Bristol Palin,32.5,percentage,19.69,4.93,19.0,Safe,,15.59
11,8,Kyle Massey,28.0,percentage,21.48,5.09,21.92,Safe,,21.13
11,8,Jennifer Grey,28.5,percentage,20.32,4.88,21.92,Safe,,21.51
11,8,Kurt Warner,24.0,percentage,14.82,2.65,21.92,Eliminated,,18.11
11,8,Brandy,28.5,percentage,19.38,4.7,21.92,Safe,,21.51
11,8,Bristol Palin,23.5,percentage,23.99,5.01,21.92,Safe,,17.74
11,9,Kyle Massey,29.0,percentage,26.93,5.2,37.99,Safe,,25.44
11,9,Jennifer Grey,30.0,percentage,25.77,5.12,37.99,Safe,,26.32
11,9,Brandy,28.5,percentage,17.43,3.16,37.99,Eliminated,,25.0
11,9,Bristol Palin,26.5,percentage,29.88,5.43,37.99,Safe,,23.25
11,10,Kyle Massey,27.333199999999998,percentage,32.64,6.58,100.0,Safe,,32.93
11,10,Jennifer Grey,30.0,percentage,31.21,6.5,100.0,Safe,,36.14
11,10,Bristol Palin,25.666600000000003,percentage,36.15,6.75,100.0,Safe,,30.92
12,1,Ralph Macchio,24.0,percentage,9.09,8.29,100.0,Safe,,11.59
12,1,Chelsea Kane,21.0,percentage,9.07,8.31,100.0,Safe,,10.14
12,1,Kirstie Alley,23.0,percentage,9.09,8.28,100.0,Safe,,11.11
12,1,Hines Ward,21.0,percentage,9.08,8.29,100.0,Safe,,10.14
12,1,Sugar Ray Leonard,17.0,percentage,9.09,8.35,100.0,Safe,,8.21
12,1,Chris Jericho,19.0,percentage,9.07,8.28,100.0,Safe,,9.18
12,1,Petra Nemcova,18.0,percentage,9.13,8.33,100.0,Safe,,8.7
12,1,Mike Catherwood,13.0,percentage,9.07,8.28,100.0,Safe,,6.28
12,1,Romeo,19.0,percentage,9.11,8.29,100.0,Safe,,9.18
12,1,Wendy Williams,14.0,percentage,9.09,8.35,100.0,Safe,,6.76
12,1,Kendra Wilkinson,18.0,percentage,9.12,8.35,100.0,Safe,,8.7
12,2,Ralph Macchio,21.0,percentage,9.37,3.9,16.1,Safe,,9.72
12,2,Chelsea Kane,18.0,percentage,9.8,3.82,16.1,Safe,,8.33
12,2,Kirstie Alley,20.0,percentage,9.46,3.9,16.1,Safe,,9.26
12,2,Hines Ward,23.0,percentage,9.19,3.96,16.1,Safe,,10.65
12,2,Sugar Ray Leonard,17.0,percentage,9.94,3.75,16.1,Safe,,7.87
12,2,Chris Jericho,23.0,percentage,9.27,4.03,16.1,Safe,,10.65
12,2,Petra Nemcova,18.0,percentage,9.82,3.83,16.1,Safe,,8.33
12,2,Mike Catherwood,17.0,percentage,4.27,1.3,16.1,Eliminated,,7.87
12,2,Romeo,23.0,percentage,9.27,4.0,16.1,Safe,,10.65
12,2,Wendy Williams,17.0,percentage,9.94,3.75,16.1,Safe,,7.87
12,2,Kendra Wilkinson,19.0,percentage,9.66,3.9,16.1,Safe,,8.8
12,3,Ralph Macchio,21.0,percentage,10.35,4.04,30.08,Safe,,9.81
12,3,Chelsea Kane,23.0,percentage,10.64,4.26,30.08,Safe,,10.75
12,3,Kirstie Alley,21.0,percentage,10.43,4.07,30.08,Safe,,9.81
12,3,Hines Ward,25.0,percentage,9.85,4.11,30.08,Safe,,11.68
12,3,Sugar Ray Leonard,20.0,percentage,10.97,4.15,30.08,Safe,,9.35
12,3,Chris Jericho,21.0,percentage,10.31,4.03,30.08,Safe,,9.81
12,3,Petra Nemcova,25.0,percentage,10.5,4.26,30.08,Safe,,11.68
12,3,Romeo,20.0,percentage,10.39,4.0,30.08,Safe,,9.35
12,3,Wendy Williams,15.0,percentage,6.09,1.71,30.08,Eliminated,,7.01
12,3,Kendra Wilkinson,23.0,percentage,10.47,4.19,30.08,Safe,,10.75
12,4,Ralph Macchio,25.0,percentage,11.45,4.2,12.73,Safe,,12.14
12,4,Chelsea Kane,26.0,percentage,11.66,4.32,12.73,Safe,,12.62
12,4,Kirstie Alley,22.0,percentage,11.96,4.07,12.73,Safe,,10.68
12,4,Hines Ward,25.0,percentage,11.03,4.09,12.73,Safe,,12.14
12,4,Sugar Ray Leonard,21.0,percentage,5.88,1.54,12.73,Eliminated,,10.19
12,4,Chris Jericho,23.0,percentage,11.71,4.15,12.73,Safe,,11.17
12,4,Petra Nemcova,23.0,percentage,11.77,4.11,12.73,Safe,,11.17
12,4,Romeo,23.0,percentage,11.71,4.12,12.73,Safe,,11.17
12,4,Kendra Wilkinson,18.0,percentage,12.85,3.92,12.73,Safe,,8.74
12,5,Ralph Macchio,22.0,percentage,13.46,4.15,19.05,Safe,,11.34
12,5,Chelsea Kane,26.0,percentage,12.95,4.43,19.05,Safe,,13.4
12,5,Kirstie Alley,23.0,percentage,13.7,4.32,19.05,Safe,,11.86
12,5,Hines Ward,27.0,percentage,12.26,4.36,19.05,Safe,,13.92
12,5,Chris Jericho,26.0,percentage,12.99,4.37,19.05,Safe,,13.4
12,5,Petra Nemcova,22.0,percentage,7.04,1.81,19.05,Eliminated,,11.34
12,5,Romeo,26.0,percentage,13.06,4.47,19.05,Safe,,13.4
12,5,Kendra Wilkinson,22.0,percentage,14.54,4.41,19.05,Safe,,11.34
12,6,Ralph Macchio,24.0,percentage,15.68,4.57,29.62,Safe,,13.33
12,6,Chelsea Kane,28.0,percentage,14.56,4.63,29.62,Safe,,15.56
12,6,Kirstie Alley,26.0,percentage,15.5,4.68,29.62,Safe,,14.44
12,6,Hines Ward,27.0,percentage,14.1,4.45,29.62,Safe,,15.0
12,6,Chris Jericho,22.0,percentage,9.07,2.16,29.62,Eliminated,,12.22
12,6,Romeo,28.0,percentage,14.63,4.67,29.62,Safe,,15.56
12,6,Kendra Wilkinson,25.0,percentage,16.46,4.8,29.62,Safe,,13.89
12,7,Ralph Macchio,33.0,percentage,18.15,4.8,12.76,Safe,,17.51
12,7,Chelsea Kane,32.0,percentage,17.51,4.54,12.76,Safe,,16.98
12,7,Kirstie Alley,30.0,percentage,18.67,4.61,12.76,Safe,,15.92
12,7,Hines Ward,33.0,percentage,16.89,4.49,12.76,Safe,,17.51
12,7,Romeo,30.0,percentage,18.03,4.48,12.76,Safe,,15.92
12,7,Kendra Wilkinson,30.5,percentage,10.76,2.11,12.76,Eliminated,,16.18
12,8,Ralph Macchio,23.0,percentage,22.98,4.65,18.55,Safe,,17.69
12,8,Chelsea Kane,27.5,percentage,20.95,4.89,18.55,Safe,,21.15
12,8,Kirstie Alley,26.5,percentage,22.18,5.08,18.55,Safe,,20.38
12,8,Hines Ward,27.0,percentage,20.62,4.71,18.55,Safe,,20.77
12,8,Romeo,26.0,percentage,13.27,2.46,18.55,Eliminated,,20.0
12,9,Ralph Macchio,24.0,percentage,21.15,3.49,40.6,Eliminated,,20.43
12,9,Chelsea Kane,36.5,percentage,24.81,5.71,40.6,Safe,,31.06
12,9,Kirstie Alley,27.0,percentage,28.15,5.19,40.6,Safe,,22.98
12,9,Hines Ward,30.0,percentage,25.89,5.16,40.6,Safe,,25.53
12,10,Chelsea Kane,29.666600000000003,percentage,31.45,6.49,100.0,Safe,,33.97
12,10,Kirstie Alley,27.999899999999997,percentage,35.72,6.74,100.0,Safe,,32.06
12,10,Hines Ward,29.666600000000003,percentage,32.83,6.56,100.0,Safe,,33.97
13,1,Elisabetta Canalis,15.0,percentage,9.62,7.93,22.64,Safe,,6.91
13,1,David Arquette,18.0,percentage,8.86,7.94,22.64,Safe,,8.29
13,1,Ricki Lake,20.0,percentage,8.67,7.9,22.64,Safe,,9.22
13,1,J.R. Martinez,22.0,percentage,8.67,7.94,22.64,Safe,,10.14
13,1,Metta World Peace (Ron),14.0,percentage,1.32,0.99,22.64,Eliminated,,6.45
13,1,Hope Solo,21.0,percentage,8.76,7.99,22.64,Safe,,9.68
13,1,Chynna Phillips,22.0,percentage,8.62,7.91,22.64,Safe,,10.14
13,1,Kristin Cavallari,19.0,percentage,8.89,7.95,22.64,Safe,,8.76
13,1,Carson Kressley,17.0,percentage,9.08,7.9,22.64,Safe,,7.83
13,1,Chaz Bono,17.0,percentage,9.15,8.05,22.64,Safe,,7.83
13,1,Nancy Grace,16.0,percentage,9.24,7.92,22.64,Safe,,7.37
13,1,Rob Kardashian,16.0,percentage,9.11,7.76,22.64,Safe,,7.37
13,2,Elisabetta Canalis,21.0,percentage,3.59,1.08,4.74,Eliminated,,9.42
13,2,David Arquette,18.0,percentage,10.01,3.58,4.74,Safe,,8.07
13,2,Ricki Lake,23.0,percentage,9.09,3.83,4.74,Safe,,10.31
13,2,J.R. Martinez,22.0,percentage,9.19,3.81,4.74,Safe,,9.87
13,2,Hope Solo,19.0,percentage,9.76,3.61,4.74,Safe,,8.52
13,2,Chynna Phillips,21.0,percentage,9.13,3.65,4.74,Safe,,9.42
13,2,Kristin Cavallari,22.0,percentage,9.3,3.78,4.74,Safe,,9.87
13,2,Carson Kressley,18.0,percentage,10.16,3.61,4.74,Safe,,8.07
13,2,Chaz Bono,17.0,percentage,10.45,3.58,4.74,Safe,,7.62
13,2,Nancy Grace,21.0,percentage,9.74,3.79,4.74,Safe,,9.42
13,2,Rob Kardashian,21.0,percentage,9.59,3.75,4.74,Safe,,9.42
13,3,David Arquette,24.0,percentage,10.83,3.99,10.26,Safe,,10.13
13,3,Ricki Lake,27.0,percentage,9.67,3.86,10.26,Safe,,11.39
13,3,J.R. Martinez,26.0,percentage,9.89,3.92,10.26,Safe,,10.97
13,3,Hope Solo,24.0,percentage,10.66,3.97,10.26,Safe,,10.13
13,3,Chynna Phillips,26.0,percentage,9.82,3.91,10.26,Safe,,10.97
13,3,Kristin Cavallari,24.0,percentage,4.23,1.27,10.26,Eliminated,,10.13
13,3,Carson Kressley,23.0,percentage,11.12,4.0,10.26,Safe,,9.7
13,3,Chaz Bono,18.0,percentage,12.18,3.84,10.26,Safe,,7.59
13,3,Nancy Grace,21.0,percentage,11.09,3.81,10.26,Safe,,8.86
13,3,Rob Kardashian,24.0,percentage,10.5,3.94,10.26,Safe,,10.13
13,4,David Arquette,23.0,percentage,11.94,4.23,22.98,Safe,,11.0
13,4,Ricki Lake,29.0,percentage,10.22,4.14,22.98,Safe,,13.88
13,4,J.R. Martinez,26.0,percentage,10.71,4.13,22.98,Safe,,12.44
13,4,Hope Solo,24.0,percentage,11.66,4.23,22.98,Safe,,11.48
13,4,Chynna Phillips,21.0,percentage,5.64,1.62,22.98,Eliminated,,10.05
13,4,Carson Kressley,20.0,percentage,12.6,4.1,22.98,Safe,,9.57
13,4,Chaz Bono,21.0,percentage,13.35,4.43,22.98,Safe,,10.05
13,4,Nancy Grace,21.0,percentage,12.42,4.2,22.98,Safe,,10.05
13,4,Rob Kardashian,24.0,percentage,11.46,4.13,22.98,Safe,,11.48
13,5,David Arquette,25.0,percentage,13.25,4.49,22.85,Safe,,13.3
13,5,Ricki Lake,24.0,percentage,11.86,4.06,22.85,Safe,,12.77
13,5,J.R. Martinez,28.0,percentage,11.8,4.36,22.85,Safe,,14.89
13,5,Hope Solo,24.0,percentage,13.12,4.38,22.85,Safe,,12.77
13,5,Carson Kressley,19.0,percentage,7.98,1.92,22.85,Eliminated,,10.11
13,5,Chaz Bono,21.0,percentage,15.03,4.59,22.85,Safe,,11.17
13,5,Nancy Grace,22.0,percentage,14.08,4.47,22.85,Safe,,11.7
13,5,Rob Kardashian,25.0,percentage,12.88,4.43,22.85,Safe,,13.3
13,6,David Arquette,23.0,percentage,15.55,4.6,18.98,Safe,,13.86
13,6,Ricki Lake,29.0,percentage,13.36,4.54,18.98,Safe,,17.47
13,6,J.R. Martinez,29.0,percentage,13.29,4.55,18.98,Safe,,17.47
13,6,Hope Solo,20.0,percentage,16.16,4.35,18.98,Safe,,12.05
13,6,Chaz Bono,19.0,percentage,10.09,2.15,18.98,Eliminated,,11.45
13,6,Nancy Grace,24.0,percentage,16.06,4.83,18.98,Safe,,14.46
13,6,Rob Kardashian,22.0,percentage,15.49,4.43,18.98,Safe,,13.25
13,7,David Arquette,23.5,percentage,10.59,2.2,16.03,Eliminated,,16.04
13,7,Ricki Lake,26.5,percentage,16.11,4.44,16.03,Safe,,18.09
13,7,J.R. Martinez,24.0,percentage,16.81,4.31,16.03,Safe,,16.38
13,7,Hope Solo,25.0,percentage,18.87,4.98,16.03,Safe,,17.06
13,7,Nancy Grace,22.0,percentage,19.47,4.69,16.03,Safe,,15.02
13,7,Rob Kardashian,25.5,percentage,18.15,4.83,16.03,Safe,,17.41
13,8,Ricki Lake,26.0,percentage,20.19,4.63,27.16,Safe,,20.08
13,8,J.R. Martinez,30.0,percentage,19.77,5.12,27.16,Safe,,23.17
13,8,Hope Solo,26.0,percentage,22.51,5.24,27.16,Safe,,20.08
13,8,Nancy Grace,22.0,percentage,15.54,2.79,27.16,Eliminated,,16.99
13,8,Rob Kardashian,25.5,percentage,21.99,5.0,27.16,Safe,,19.69
13,9,Ricki Lake,33.4999,percentage,25.2,5.45,37.9,Safe,,28.27
13,9,J.R. Martinez,28.0,percentage,26.55,4.95,37.9,Safe,,23.63
13,9,Hope Solo,24.4998,percentage,21.07,3.45,37.9,Eliminated,,20.68
13,9,Rob Kardashian,32.4998,percentage,27.18,5.62,37.9,Safe,,27.43
13,10,Ricki Lake,27.999899999999997,percentage,31.94,6.53,100.0,Safe,,33.14
13,10,J.R. Martinez,28.1665,percentage,33.64,6.6,100.0,Safe,,33.33
13,10,Rob Kardashian,28.333199999999998,percentage,34.42,6.66,100.0,Safe,,33.53
14,1,William Levy,24.0,percentage,8.39,7.72,100.0,Safe,,8.89
14,1,Jack Wagner,23.0,percentage,8.29,7.63,100.0,Safe,,8.52
14,1,Sherri Sheperd,23.0,percentage,8.35,7.68,100.0,Safe,,8.52
14,1,Jaleel White,26.0,percentage,8.35,7.64,100.0,Safe,,9.63
14,1,Roshon Fegan,23.0,percentage,8.34,7.68,100.0,Safe,,8.52
14,1,Melissa Gilbert,20.0,percentage,8.34,7.65,100.0,Safe,,7.41
14,1,Martina Navratilova,20.0,percentage,8.31,7.68,100.0,Safe,,7.41
14,1,Donald Driver,21.0,percentage,8.35,7.67,100.0,Safe,,7.78
14,1,Gavin DeGraw,20.0,percentage,8.33,7.69,100.0,Safe,,7.41
14,1,Gladys Knight,23.0,percentage,8.32,7.69,100.0,Safe,,8.52
14,1,Katherine Jenkins,26.0,percentage,8.34,7.69,100.0,Safe,,9.63
14,1,Maria Menounos,21.0,percentage,8.28,7.59,100.0,Safe,,7.78
14,2,William Levy,25.0,percentage,8.63,3.89,23.55,Safe,,9.29
14,2,Jack Wagner,21.0,percentage,8.79,3.76,23.55,Safe,,7.81
14,2,Sherri Sheperd,23.0,percentage,8.7,3.82,23.55,Safe,,8.55
14,2,Jaleel White,22.0,percentage,8.72,3.77,23.55,Safe,,8.18
14,2,Roshon Fegan,26.0,percentage,8.54,3.89,23.55,Safe,,9.67
14,2,Melissa Gilbert,20.0,percentage,8.91,3.73,23.55,Safe,,7.43
14,2,Martina Navratilova,17.0,percentage,4.16,1.32,23.55,Eliminated,,6.32
14,2,Donald Driver,24.0,percentage,8.63,3.85,23.55,Safe,,8.92
14,2,Gavin DeGraw,21.0,percentage,8.84,3.76,23.55,Safe,,7.81
14,2,Gladys Knight,19.0,percentage,9.06,3.73,23.55,Safe,,7.06
14,2,Katherine Jenkins,26.0,percentage,8.53,3.9,23.55,Safe,,9.67
14,2,Maria Menounos,25.0,percentage,8.49,3.87,23.55,Safe,,9.29
14,3,William Levy,28.0,percentage,9.23,3.84,11.59,Safe,,10.0
14,3,Jack Wagner,24.0,percentage,3.98,1.19,11.59,Eliminated,,8.57
14,3,Sherri Sheperd,24.0,percentage,9.77,3.74,11.59,Safe,,8.57
14,3,Jaleel White,25.0,percentage,9.68,3.85,11.59,Safe,,8.93
14,3,Roshon Fegan,25.0,percentage,9.51,3.78,11.59,Safe,,8.93
14,3,Melissa Gilbert,24.0,percentage,9.94,3.88,11.59,Safe,,8.57
14,3,Donald Driver,26.0,percentage,9.47,3.84,11.59,Safe,,9.29
14,3,Gavin DeGraw,24.0,percentage,9.86,3.78,11.59,Safe,,8.57
14,3,Gladys Knight,24.0,percentage,10.1,3.87,11.59,Safe,,8.57
14,3,Katherine Jenkins,29.0,percentage,9.18,3.92,11.59,Safe,,10.36
14,3,Maria Menounos,27.0,percentage,9.28,3.82,11.59,Safe,,9.64
14,4,William Levy,22.0,percentage,10.47,3.9,14.71,Safe,,9.44
14,4,Sherri Sheperd,21.0,percentage,4.96,1.4,14.71,Eliminated,,9.01
14,4,Jaleel White,22.0,percentage,10.83,3.99,14.71,Safe,,9.44
14,4,Roshon Fegan,26.0,percentage,10.19,4.07,14.71,Safe,,11.16
14,4,Melissa Gilbert,22.0,percentage,10.94,4.0,14.71,Safe,,9.44
14,4,Donald Driver,27.0,percentage,10.11,4.09,14.71,Safe,,11.59
14,4,Gavin DeGraw,23.0,percentage,10.85,4.01,14.71,Safe,,9.87
14,4,Gladys Knight,20.0,percentage,11.5,3.99,14.71,Safe,,8.58
14,4,Katherine Jenkins,24.0,percentage,10.07,3.92,14.71,Safe,,10.3
14,4,Maria Menounos,26.0,percentage,10.08,4.05,14.71,Safe,,11.16
14,5,William Levy,29.0,percentage,11.31,4.35,27.72,Safe,,12.95
14,5,Jaleel White,24.0,percentage,12.04,4.29,27.72,Safe,,10.71
14,5,Roshon Fegan,26.0,percentage,11.31,4.19,27.72,Safe,,11.61
14,5,Melissa Gilbert,21.0,percentage,12.61,4.2,27.72,Safe,,9.38
14,5,Donald Driver,27.0,percentage,11.08,4.25,27.72,Safe,,12.05
14,5,Gavin DeGraw,19.0,percentage,6.77,1.81,27.72,Eliminated,,8.48
14,5,Gladys Knight,22.0,percentage,12.88,4.33,27.72,Safe,,9.82
14,5,Katherine Jenkins,29.0,percentage,10.91,4.27,27.72,Safe,,12.95
14,5,Maria Menounos,27.0,percentage,11.09,4.23,27.72,Safe,,12.05
14,6,William Levy,36.0,percentage,12.64,4.45,24.04,Safe,,13.95
14,6,Jaleel White,36.9998,percentage,13.37,4.69,24.04,Safe,,14.34
14,6,Roshon Fegan,27.9998,percentage,13.54,4.22,24.04,Safe,,10.85
14,6,Melissa Gilbert,30.0,percentage,14.3,4.53,24.04,Safe,,11.63
14,6,Donald Driver,33.9999,percentage,12.59,4.4,24.04,Safe,,13.18
14,6,Gladys Knight,24.0,percentage,8.49,2.02,24.04,Eliminated,,9.3
14,6,Katherine Jenkins,38.9999,percentage,12.04,4.45,24.04,Safe,,15.12
14,6,Maria Menounos,29.999899999999997,percentage,13.02,4.2,24.04,Safe,,11.63
14,7,William Levy,26.5,percentage,14.93,4.38,14.68,Safe,,14.44
14,7,Jaleel White,25.5,percentage,8.26,1.89,14.68,Eliminated,,13.9
14,7,Roshon Fegan,26.0,percentage,15.84,4.59,14.68,Safe,,14.17
14,7,Melissa Gilbert,23.5,percentage,16.81,4.56,14.68,Safe,,12.81
14,7,Donald Driver,26.5,percentage,14.88,4.38,14.68,Safe,,14.44
