Season,Week,Celebrity,Judge_Total_Score_Raw,Rule_Mode,Estimated_Fan_Vote_Percent_Mean,Estimated_Fan_Vote_Percent_Std,Acceptance_Rate_Percent,Actual_Result,Judge_Rank_Points,Judge_Percent
19,11,Sadie Robertson,39.333200000000005,Percentage (Judge% + Fan%),27.85,5.24,30.56,Safe,,25.16
20,1,Suzanne Somers,25.0,Percentage (Judge% + Fan%),8.29,7.64,100.0,Safe,,7.86
20,1,Willow Shields,25.0,Percentage (Judge% + Fan%),8.33,7.68,100.0,Safe,,7.86
20,1,Riker Lynch,31.0,Percentage (Judge% + Fan%),8.33,7.66,100.0,Safe,,9.75
20,1,Rumer Willis,32.0,Percentage (Judge% + Fan%),8.3,7.64,100.0,Safe,,10.06
20,1,Nastia Liukin,30.0,Percentage (Judge% + Fan%),8.36,7.7,100.0,Safe,,9.43
20,1,Michael Sam,26.0,Percentage (Judge% + Fan%),8.33,7.66,100.0,Safe,,8.18
20,1,Robert Herjavec,28.0,Percentage (Judge% + Fan%),8.39,7.7,100.0,Safe,,8.81
20,1,Charlotte McKinney,22.0,Percentage (Judge% + Fan%),8.33,7.64,100.0,Safe,,6.92
20,1,Noah Galloway,26.0,Percentage (Judge% + Fan%),8.33,7.65,100.0,Safe,,8.18
20,1,Redfoo,22.0,Percentage (Judge% + Fan%),8.32,7.65,100.0,Safe,,6.92
20,1,Patti LaBelle,25.0,Percentage (Judge% + Fan%),8.37,7.7,100.0,Safe,,7.86
20,1,Chris Soules,26.0,Percentage (Judge% + Fan%),8.32,7.68,100.0,Safe,,8.18
20,2,Suzanne Somers,28.0,Percentage (Judge% + Fan%),8.84,3.52,4.38,Safe,,8.07
20,2,Willow Shields,32.0,Percentage (Judge% + Fan%),8.5,3.68,4.38,Safe,,9.22
20,2,Riker Lynch,32.0,Percentage (Judge% + Fan%),8.5,3.66,4.38,Safe,,9.22
20,2,Rumer Willis,32.0,Percentage (Judge% + Fan%),8.46,3.63,4.38,Safe,,9.22
20,2,Nastia Liukin,34.0,Percentage (Judge% + Fan%),8.52,3.71,4.38,Safe,,9.8
20,2,Michael Sam,28.0,Percentage (Judge% + Fan%),8.9,3.64,4.38,Safe,,8.07
20,2,Robert Herjavec,28.0,Percentage (Judge% + Fan%),8.77,3.46,4.38,Safe,,8.07
20,2,Charlotte McKinney,26.0,Percentage (Judge% + Fan%),9.11,3.51,4.38,Safe,,7.49
20,2,Noah Galloway,27.0,Percentage (Judge% + Fan%),8.91,3.49,4.38,Safe,,7.78
20,2,Redfoo,31.0,Percentage (Judge% + Fan%),2.75,0.94,4.38,Eliminated,,8.93
20,2,Patti LaBelle,28.0,Percentage (Judge% + Fan%),8.84,3.48,4.38,Safe,,8.07
20,2,Chris Soules,21.0,Percentage (Judge% + Fan%),9.88,3.32,4.38,Safe,,6.05
20,3,Suzanne Somers,25.0,Percentage (Judge% + Fan%),9.83,3.87,20.55,Safe,,7.99
20,3,Willow Shields,32.0,Percentage (Judge% + Fan%),9.01,3.93,20.55,Safe,,10.22
20,3,Riker Lynch,34.0,Percentage (Judge% + Fan%),8.92,3.94,20.55,Safe,,10.86
20,3,Rumer Willis,33.0,Percentage (Judge% + Fan%),8.95,3.92,20.55,Safe,,10.54
20,3,Nastia Liukin,34.0,Percentage (Judge% + Fan%),8.89,3.91,20.55,Safe,,10.86
20,3,Michael Sam,24.0,Percentage (Judge% + Fan%),10.01,3.86,20.55,Safe,,7.67
20,3,Robert Herjavec,29.0,Percentage (Judge% + Fan%),9.38,3.92,20.55,Safe,,9.27
20,3,Charlotte McKinney,22.0,Percentage (Judge% + Fan%),4.79,1.44,20.55,Eliminated,,7.03
20,3,Noah Galloway,30.0,Percentage (Judge% + Fan%),9.48,3.99,20.55,Safe,,9.58
20,3,Patti LaBelle,22.0,Percentage (Judge% + Fan%),10.24,3.77,20.55,Safe,,7.03
20,3,Chris Soules,28.0,Percentage (Judge% + Fan%),10.52,4.15,20.55,Safe,,8.95
20,4,Suzanne Somers,28.0,Percentage (Judge% + Fan%),11.38,3.92,11.9,Safe,,8.62
20,4,Willow Shields,39.0,Percentage (Judge% + Fan%),9.68,4.04,11.9,Safe,,12.0
20,4,Riker Lynch,34.0,Percentage (Judge% + Fan%),9.96,3.9,11.9,Safe,,10.46
20,4,Rumer Willis,35.0,Percentage (Judge% + Fan%),9.9,3.9,11.9,Safe,,10.77
20,4,Nastia Liukin,36.0,Percentage (Judge% + Fan%),9.7,3.93,11.9,Safe,,11.08
20,4,Michael Sam,30.0,Percentage (Judge% + Fan%),4.88,1.37,11.9,Eliminated,,9.23
20,4,Robert Herjavec,34.0,Percentage (Judge% + Fan%),10.35,4.02,11.9,Safe,,10.46
20,4,Noah Galloway,32.0,Percentage (Judge% + Fan%),10.6,3.97,11.9,Safe,,9.85
20,4,Patti LaBelle,30.0,Percentage (Judge% + Fan%),11.49,4.06,11.9,Safe,,9.23
20,4,Chris Soules,27.0,Percentage (Judge% + Fan%),12.06,4.05,11.9,Safe,,8.31
20,5,Suzanne Somers,28.0,Percentage (Judge% + Fan%),6.07,1.57,12.14,Eliminated,,9.89
20,5,Willow Shields,34.0,Percentage (Judge% + Fan%),10.64,4.01,12.14,Safe,,12.01
20,5,Riker Lynch,38.0,Percentage (Judge% + Fan%),10.72,4.18,12.14,Safe,,13.43
20,5,Rumer Willis,39.0,Percentage (Judge% + Fan%),10.54,4.21,12.14,Safe,,13.78
20,5,Nastia Liukin,38.0,Percentage (Judge% + Fan%),10.42,4.09,12.14,Safe,,13.43
20,5,Robert Herjavec,24.0,Percentage (Judge% + Fan%),12.71,3.77,12.14,Safe,,8.48
20,5,Noah Galloway,28.0,Percentage (Judge% + Fan%),12.28,4.01,12.14,Safe,,9.89
20,5,Patti LaBelle,27.0,Percentage (Judge% + Fan%),13.02,4.2,12.14,Safe,,9.54
20,5,Chris Soules,27.0,Percentage (Judge% + Fan%),13.59,4.35,12.14,Safe,,9.54
20,6,Willow Shields,36.5,Percentage (Judge% + Fan%),12.39,4.02,9.1,Safe,,12.9
20,6,Riker Lynch,38.0,Percentage (Judge% + Fan%),12.26,4.11,9.1,Safe,,13.43
20,6,Rumer Willis,35.5,Percentage (Judge% + Fan%),12.47,4.02,9.1,Safe,,12.54
20,6,Nastia Liukin,36.5,Percentage (Judge% + Fan%),12.2,3.94,9.1,Safe,,12.9
20,6,Robert Herjavec,33.5,Percentage (Judge% + Fan%),14.44,4.43,9.1,Safe,,11.84
20,6,Noah Galloway,34.0,Percentage (Judge% + Fan%),14.12,4.37,9.1,Safe,,12.01
20,6,Patti LaBelle,34.0,Percentage (Judge% + Fan%),6.96,1.61,9.1,Eliminated,,12.01
20,6,Chris Soules,35.0,Percentage (Judge% + Fan%),15.17,4.65,9.1,Safe,,12.37
20,7,Willow Shields,39.0,Percentage (Judge% + Fan%),7.1,1.74,12.49,Eliminated,,15.35
20,7,Riker Lynch,37.0,Percentage (Judge% + Fan%),14.43,4.17,12.49,Safe,,14.57
20,7,Rumer Willis,37.0,Percentage (Judge% + Fan%),14.51,4.21,12.49,Safe,,14.57
20,7,Nastia Liukin,41.0,Percentage (Judge% + Fan%),13.74,4.34,12.49,Safe,,16.14
20,7,Robert Herjavec,31.0,Percentage (Judge% + Fan%),16.99,4.39,12.49,Safe,,12.2
20,7,Noah Galloway,38.0,Percentage (Judge% + Fan%),15.69,4.6,12.49,Safe,,14.96
20,7,Chris Soules,31.0,Percentage (Judge% + Fan%),17.54,4.53,12.49,Safe,,12.2
20,8,Riker Lynch,39.0,Percentage (Judge% + Fan%),16.55,4.68,19.58,Safe,,18.44
20,8,Rumer Willis,40.0,Percentage (Judge% + Fan%),16.42,4.74,19.58,Safe,,18.91
20,8,Nastia Liukin,38.0,Percentage (Judge% + Fan%),16.18,4.52,19.58,Safe,,17.97
20,8,Robert Herjavec,31.0,Percentage (Judge% + Fan%),11.73,2.31,19.58,Eliminated,,14.66
20,8,Noah Galloway,31.5,Percentage (Judge% + Fan%),18.9,4.57,19.58,Safe,,14.89
20,8,Chris Soules,32.0,Percentage (Judge% + Fan%),20.23,4.95,19.58,Safe,,15.13
20,9,Riker Lynch,40.0,Percentage (Judge% + Fan%),26.46,5.01,28.43,Safe,,25.48
20,9,Rumer Willis,39.0,Percentage (Judge% + Fan%),26.66,4.88,28.43,Safe,,24.84
20,9,Nastia Liukin,40.0,Percentage (Judge% + Fan%),17.46,2.97,28.43,Eliminated,,25.48
20,9,Noah Galloway,38.0,Percentage (Judge% + Fan%),29.43,5.39,28.43,Safe,,24.2
20,10,Riker Lynch,40.0,Percentage (Judge% + Fan%),32.04,6.53,100.0,Safe,,34.48
20,10,Rumer Willis,40.0,Percentage (Judge% + Fan%),32.32,6.53,100.0,Safe,,34.48
20,10,Noah Galloway,36.0,Percentage (Judge% + Fan%),35.65,6.72,100.0,Safe,,31.03
21,1,Gary Busey,15.0,Percentage (Judge% + Fan%),7.71,7.12,100.0,Safe,,6.0
21,1,Alexa PenaVega,22.0,Percentage (Judge% + Fan%),7.7,7.16,100.0,Safe,,8.8
21,1,Carlos PenaVega,23.0,Percentage (Judge% + Fan%),7.64,7.09,100.0,Safe,,9.2
21,1,Victor Espinoza,15.0,Percentage (Judge% + Fan%),7.7,7.13,100.0,Safe,,6.0
21,1,Alek Skarlatos,22.0,Percentage (Judge% + Fan%),7.72,7.14,100.0,Safe,,8.8
21,1,Chaka Khan,13.0,Percentage (Judge% + Fan%),7.72,7.16,100.0,Safe,,5.2
21,1,Andy Grammer,21.0,Percentage (Judge% + Fan%),7.66,7.12,100.0,Safe,,8.4
21,1,Tamar Braxton,23.0,Percentage (Judge% + Fan%),7.67,7.08,100.0,Safe,,9.2
21,1,Nick Carter,24.0,Percentage (Judge% + Fan%),7.71,7.14,100.0,Safe,,9.6
21,1,Hayes Grier,21.0,Percentage (Judge% + Fan%),7.7,7.11,100.0,Safe,,8.4
21,1,Bindi Irwin,24.0,Percentage (Judge% + Fan%),7.71,7.1,100.0,Safe,,9.6
21,1,Kim Zolciak-Biermann,12.0,Percentage (Judge% + Fan%),7.68,7.11,100.0,Safe,,4.8
21,1,Paula Deen,15.0,Percentage (Judge% + Fan%),7.69,7.1,100.0,Safe,,6.0
21,2,Gary Busey,16.5,Percentage (Judge% + Fan%),8.61,3.45,11.28,Safe,,6.1
21,2,Alexa PenaVega,23.0,Percentage (Judge% + Fan%),7.86,3.66,11.28,Safe,,8.5
21,2,Carlos PenaVega,22.5,Percentage (Judge% + Fan%),7.88,3.67,11.28,Safe,,8.32
21,2,Victor Espinoza,18.5,Percentage (Judge% + Fan%),3.05,1.06,11.28,Eliminated,,6.84
21,2,Alek Skarlatos,22.5,Percentage (Judge% + Fan%),7.89,3.66,11.28,Safe,,8.32
21,2,Chaka Khan,15.0,Percentage (Judge% + Fan%),8.94,3.41,11.28,Safe,,5.55
21,2,Andy Grammer,22.0,Percentage (Judge% + Fan%),7.85,3.64,11.28,Safe,,8.13
21,2,Tamar Braxton,24.5,Percentage (Judge% + Fan%),7.74,3.72,11.28,Safe,,9.06
21,2,Nick Carter,22.5,Percentage (Judge% + Fan%),7.91,3.66,11.28,Safe,,8.32
21,2,Hayes Grier,22.5,Percentage (Judge% + Fan%),7.87,3.64,11.28,Safe,,8.32
21,2,Bindi Irwin,24.0,Percentage (Judge% + Fan%),7.84,3.69,11.28,Safe,,8.87
21,2,Kim Zolciak-Biermann,18.5,Percentage (Judge% + Fan%),8.27,3.53,11.28,Safe,,6.84
21,2,Paula Deen,18.5,Percentage (Judge% + Fan%),8.28,3.55,11.28,Safe,,6.84
21,3,Gary Busey,25.0,Percentage (Judge% + Fan%),10.79,4.35,100.0,Safe,,8.2
21,3,Alexa PenaVega,36.0,Percentage (Judge% + Fan%),9.85,4.17,100.0,Safe,,11.8
21,3,Carlos PenaVega,31.0,Percentage (Judge% + Fan%),9.89,4.18,100.0,Safe,,10.16
21,3,Alek Skarlatos,33.0,Percentage (Judge% + Fan%),9.9,4.19,100.0,Safe,,10.82
21,3,Andy Grammer,29.0,Percentage (Judge% + Fan%),9.87,4.18,100.0,Safe,,9.51
21,3,Tamar Braxton,33.0,Percentage (Judge% + Fan%),9.69,4.14,100.0,Safe,,10.82
21,3,Nick Carter,36.0,Percentage (Judge% + Fan%),9.94,4.2,100.0,Safe,,11.8
21,3,Hayes Grier,30.0,Percentage (Judge% + Fan%),9.89,4.2,100.0,Safe,,9.84
21,3,Bindi Irwin,32.0,Percentage (Judge% + Fan%),9.82,4.18,100.0,Safe,,10.49
21,3,Paula Deen,20.0,Percentage (Judge% + Fan%),10.37,4.28,100.0,Safe,,6.56
21,4,Gary Busey,16.0,Percentage (Judge% + Fan%),6.27,1.74,27.2,Eliminated,,6.78
21,4,Alexa PenaVega,21.0,Percentage (Judge% + Fan%),10.69,3.99,27.2,Safe,,8.9
21,4,Carlos PenaVega,25.0,Percentage (Judge% + Fan%),10.24,4.13,27.2,Safe,,10.59
21,4,Alek Skarlatos,24.0,Percentage (Judge% + Fan%),10.36,4.12,27.2,Safe,,10.17
21,4,Andy Grammer,23.0,Percentage (Judge% + Fan%),10.46,4.06,27.2,Safe,,9.75
21,4,Tamar Braxton,27.0,Percentage (Judge% + Fan%),9.98,4.14,27.2,Safe,,11.44
21,4,Nick Carter,27.0,Percentage (Judge% + Fan%),10.18,4.19,27.2,Safe,,11.44
21,4,Hayes Grier,27.0,Percentage (Judge% + Fan%),10.2,4.22,27.2,Safe,,11.44
21,4,Bindi Irwin,28.0,Percentage (Judge% + Fan%),10.06,4.18,27.2,Safe,,11.86
21,4,Paula Deen,18.0,Percentage (Judge% + Fan%),11.55,4.01,27.2,Safe,,7.63
21,5,Alexa PenaVega,40.0,Percentage (Judge% + Fan%),11.4,4.47,100.0,Safe,,13.29
21,5,Carlos PenaVega,39.0,Percentage (Judge% + Fan%),10.93,4.37,100.0,Safe,,12.96
21,5,Alek Skarlatos,29.0,Percentage (Judge% + Fan%),11.05,4.41,100.0,Safe,,9.63
21,5,Andy Grammer,36.0,Percentage (Judge% + Fan%),11.14,4.39,100.0,Safe,,11.96
21,5,Tamar Braxton,29.0,Percentage (Judge% + Fan%),10.66,4.33,100.0,Safe,,9.63
21,5,Nick Carter,35.0,Percentage (Judge% + Fan%),10.87,4.35,100.0,Safe,,11.63
21,5,Hayes Grier,30.0,Percentage (Judge% + Fan%),10.9,4.37,100.0,Safe,,9.97
21,5,Bindi Irwin,37.0,Percentage (Judge% + Fan%),10.71,4.33,100.0,Safe,,12.29
21,5,Paula Deen,26.0,Percentage (Judge% + Fan%),12.34,4.6,100.0,Safe,,8.64
21,6,Alexa PenaVega,30.0,Percentage (Judge% + Fan%),12.42,4.22,26.37,Safe,,9.58
21,6,Carlos PenaVega,38.0,Percentage (Judge% + Fan%),11.36,4.3,26.37,Safe,,12.14
21,6,Alek Skarlatos,30.0,Percentage (Judge% + Fan%),12.15,4.15,26.37,Safe,,9.58
21,6,Andy Grammer,40.0,Percentage (Judge% + Fan%),11.46,4.37,26.37,Safe,,12.78
21,6,Tamar Braxton,40.0,Percentage (Judge% + Fan%),11.04,4.32,26.37,Safe,,12.78
21,6,Nick Carter,39.0,Percentage (Judge% + Fan%),11.28,4.32,26.37,Safe,,12.46
21,6,Hayes Grier,32.0,Percentage (Judge% + Fan%),11.81,4.16,26.37,Safe,,10.22
21,6,Bindi Irwin,40.0,Percentage (Judge% + Fan%),11.07,4.32,26.37,Safe,,12.78
21,6,Paula Deen,24.0,Percentage (Judge% + Fan%),7.42,1.9,26.37,Eliminated,,7.67
21,7,Alexa PenaVega,27.5,Percentage (Judge% + Fan%),14.08,4.38,10.45,Safe,,12.44
21,7,Carlos PenaVega,28.0,Percentage (Judge% + Fan%),13.1,4.16,10.45,Safe,,12.67
21,7,Alek Skarlatos,26.5,Percentage (Judge% + Fan%),14.06,4.34,10.45,Safe,,11.99
21,7,Andy Grammer,28.0,Percentage (Judge% + Fan%),13.24,4.26,10.45,Safe,,12.67
21,7,Tamar Braxton,27.0,Percentage (Judge% + Fan%),13.06,4.05,10.45,Safe,,12.22
21,7,Nick Carter,27.0,Percentage (Judge% + Fan%),13.36,4.19,10.45,Safe,,12.22
21,7,Hayes Grier,28.0,Percentage (Judge% + Fan%),6.35,1.57,10.45,Eliminated,,12.67
21,7,Bindi Irwin,29.0,Percentage (Judge% + Fan%),12.74,4.16,10.45,Safe,,13.12
21,8,Alexa PenaVega,26.9998,Percentage (Judge% + Fan%),15.91,4.69,26.65,Safe,,13.92
21,8,Carlos PenaVega,28.9998,Percentage (Judge% + Fan%),14.81,4.62,26.65,Safe,,14.95
21,8,Alek Skarlatos,25.0,Percentage (Judge% + Fan%),16.22,4.56,26.65,Safe,,12.89
21,8,Andy Grammer,23.9998,Percentage (Judge% + Fan%),8.99,2.13,26.65,Eliminated,,12.37
21,8,Tamar Braxton,28.0,Percentage (Judge% + Fan%),14.88,4.51,26.65,Safe,,14.43
21,8,Nick Carter,33.0,Percentage (Judge% + Fan%),14.57,4.8,26.65,Safe,,17.01
21,8,Bindi Irwin,28.0,Percentage (Judge% + Fan%),14.61,4.46,26.65,Safe,,14.43
21,9,Alexa PenaVega,30.0,Percentage (Judge% + Fan%),9.38,1.87,6.72,Eliminated,,18.24
21,9,Carlos PenaVega,27.0,Percentage (Judge% + Fan%),17.91,4.26,6.72,Safe,,16.41
21,9,Alek Skarlatos,25.5,Percentage (Judge% + Fan%),19.32,4.38,6.72,Safe,,15.5
21,9,Tamar Braxton,24.5,Percentage (Judge% + Fan%),18.74,4.06,6.72,Safe,,14.89
21,9,Nick Carter,27.5,Percentage (Judge% + Fan%),17.67,4.29,6.72,Safe,,16.72
21,9,Bindi Irwin,30.0,Percentage (Judge% + Fan%),16.97,4.43,6.72,Safe,,18.24
21,10,Carlos PenaVega,31.5,Percentage (Judge% + Fan%),24.87,6.04,100.0,Safe,,26.58
21,10,Alek Skarlatos,28.5,Percentage (Judge% + Fan%),26.92,6.21,100.0,Safe,,24.05
21,10,Nick Carter,27.0,Percentage (Judge% + Fan%),24.58,6.02,100.0,Safe,,22.78
21,10,Bindi Irwin,31.5,Percentage (Judge% + Fan%),23.63,5.93,100.0,Safe,,26.58
21,11,Carlos PenaVega,30.0,Percentage (Judge% + Fan%),17.84,2.89,23.18,Eliminated,,25.42
21,11,Alek Skarlatos,27.999899999999997,Percentage (Judge% + Fan%),29.08,5.15,23.18,Safe,,23.73
21,11,Nick Carter,30.0,Percentage (Judge% + Fan%),26.84,5.05,23.18,Safe,,25.42
21,11,Bindi Irwin,30.0,Percentage (Judge% + Fan%),26.24,4.82,23.18,Safe,,25.42
22,1,Mischa Barton,16.0,Percentage (Judge% + Fan%),8.29,7.62,100.0,Safe,,6.75
22,1,Kim Fields,20.0,Percentage (Judge% + Fan%),8.36,7.68,100.0,Safe,,8.44
22,1,Jodie Sweetin,20.0,Percentage (Judge% + Fan%),8.35,7.71,100.0,Safe,,8.44
22,1,Doug Flutie,15.0,Percentage (Judge% + Fan%),8.36,7.67,100.0,Safe,,6.33
22,1,Von Miller,21.0,Percentage (Judge% + Fan%),8.29,7.63,100.0,Safe,,8.86
22,1,Antonio Brown,21.0,Percentage (Judge% + Fan%),8.33,7.7,100.0,Safe,,8.86
22,1,Paige VanZant,21.0,Percentage (Judge% + Fan%),8.34,7.68,100.0,Safe,,8.86
22,1,Geraldo Rivera,13.0,Percentage (Judge% + Fan%),8.33,7.64,100.0,Safe,,5.49
22,1,Nyle DiMarco,23.0,Percentage (Judge% + Fan%),8.35,7.69,100.0,Safe,,9.7
22,1,Ginger Zee,23.0,Percentage (Judge% + Fan%),8.3,7.63,100.0,Safe,,9.7
22,1,Wanya Morris,23.0,Percentage (Judge% + Fan%),8.35,7.68,100.0,Safe,,9.7
22,1,Marla Maples,21.0,Percentage (Judge% + Fan%),8.36,7.69,100.0,Safe,,8.86
22,2,Mischa Barton,15.0,Percentage (Judge% + Fan%),9.2,3.67,31.15,Safe,,6.36
22,2,Kim Fields,19.0,Percentage (Judge% + Fan%),8.73,3.83,31.15,Safe,,8.05
22,2,Jodie Sweetin,21.0,Percentage (Judge% + Fan%),8.54,3.86,31.15,Safe,,8.9
22,2,Doug Flutie,20.0,Percentage (Judge% + Fan%),8.66,3.85,31.15,Safe,,8.47
22,2,Von Miller,20.0,Percentage (Judge% + Fan%),8.63,3.89,31.15,Safe,,8.47
22,2,Antonio Brown,19.0,Percentage (Judge% + Fan%),8.73,3.86,31.15,Safe,,8.05
22,2,Paige VanZant,24.0,Percentage (Judge% + Fan%),8.5,3.91,31.15,Safe,,10.17
22,2,Geraldo Rivera,13.0,Percentage (Judge% + Fan%),4.58,1.46,31.15,Eliminated,,5.51
22,2,Nyle DiMarco,20.0,Percentage (Judge% + Fan%),8.68,3.83,31.15,Safe,,8.47
22,2,Ginger Zee,21.0,Percentage (Judge% + Fan%),8.58,3.85,31.15,Safe,,8.9
22,2,Wanya Morris,24.0,Percentage (Judge% + Fan%),8.51,3.88,31.15,Safe,,10.17
22,2,Marla Maples,20.0,Percentage (Judge% + Fan%),8.67,3.86,31.15,Safe,,8.47
22,3,Mischa Barton,18.0,Percentage (Judge% + Fan%),4.58,1.34,16.0,Eliminated,,7.59
22,3,Kim Fields,22.0,Percentage (Judge% + Fan%),9.57,3.94,16.0,Safe,,9.28
22,3,Jodie Sweetin,23.0,Percentage (Judge% + Fan%),9.33,3.92,16.0,Safe,,9.7
22,3,Doug Flutie,20.0,Percentage (Judge% + Fan%),9.81,3.82,16.0,Safe,,8.44
22,3,Von Miller,20.0,Percentage (Judge% + Fan%),9.69,3.81,16.0,Safe,,8.44
22,3,Antonio Brown,20.0,Percentage (Judge% + Fan%),9.87,3.84,16.0,Safe,,8.44
22,3,Paige VanZant,23.0,Percentage (Judge% + Fan%),9.35,3.91,16.0,Safe,,9.7
22,3,Nyle DiMarco,25.0,Percentage (Judge% + Fan%),9.4,4.02,16.0,Safe,,10.55
22,3,Ginger Zee,21.0,Percentage (Judge% + Fan%),9.52,3.87,16.0,Safe,,8.86
22,3,Wanya Morris,24.0,Percentage (Judge% + Fan%),9.25,3.96,16.0,Safe,,10.13
22,3,Marla Maples,21.0,Percentage (Judge% + Fan%),9.64,3.89,16.0,Safe,,8.86
22,4,Kim Fields,32.0,Percentage (Judge% + Fan%),10.58,4.05,15.76,Safe,,10.03
22,4,Jodie Sweetin,27.0,Percentage (Judge% + Fan%),10.9,3.81,15.76,Safe,,8.46
22,4,Doug Flutie,24.0,Percentage (Judge% + Fan%),11.71,3.83,15.76,Safe,,7.52
22,4,Von Miller,32.0,Percentage (Judge% + Fan%),10.65,4.1,15.76,Safe,,10.03
22,4,Antonio Brown,35.0,Percentage (Judge% + Fan%),10.61,4.16,15.76,Safe,,10.97
22,4,Paige VanZant,36.0,Percentage (Judge% + Fan%),10.07,4.07,15.76,Safe,,11.29
22,4,Nyle DiMarco,34.0,Percentage (Judge% + Fan%),10.2,3.99,15.76,Safe,,10.66
22,4,Ginger Zee,36.0,Percentage (Judge% + Fan%),10.25,4.12,15.76,Safe,,11.29
22,4,Wanya Morris,35.0,Percentage (Judge% + Fan%),10.02,3.97,15.76,Safe,,10.97
22,4,Marla Maples,28.0,Percentage (Judge% + Fan%),5.0,1.45,15.76,Eliminated,,8.78
22,5,Kim Fields,28.0,Percentage (Judge% + Fan%),11.16,4.41,100.0,Safe,,10.14
22,5,Jodie Sweetin,35.0,Percentage (Judge% + Fan%),11.47,4.47,100.0,Safe,,12.68
22,5,Doug Flutie,28.0,Percentage (Judge% + Fan%),12.33,4.6,100.0,Safe,,10.14
22,5,Von Miller,29.0,Percentage (Judge% + Fan%),11.21,4.44,100.0,Safe,,10.51
22,5,Antonio Brown,26.0,Percentage (Judge% + Fan%),11.15,4.39,100.0,Safe,,9.42
22,5,Paige VanZant,31.0,Percentage (Judge% + Fan%),10.58,4.3,100.0,Safe,,11.23
22,5,Nyle DiMarco,37.0,Percentage (Judge% + Fan%),10.73,4.34,100.0,Safe,,13.41
22,5,Ginger Zee,32.0,Percentage (Judge% + Fan%),10.81,4.36,100.0,Safe,,11.59
22,5,Wanya Morris,30.0,Percentage (Judge% + Fan%),10.55,4.31,100.0,Safe,,10.87
22,6,Kim Fields,24.0,Percentage (Judge% + Fan%),12.05,4.18,16.14,Safe,,10.57
22,6,Jodie Sweetin,25.0,Percentage (Judge% + Fan%),12.21,4.29,16.14,Safe,,11.01
22,6,Doug Flutie,21.0,Percentage (Judge% + Fan%),6.57,1.66,16.14,Eliminated,,9.25
22,6,Von Miller,24.0,Percentage (Judge% + Fan%),12.15,4.18,16.14,Safe,,10.57
22,6,Antonio Brown,27.0,Percentage (Judge% + Fan%),11.64,4.31,16.14,Safe,,11.89
22,6,Paige VanZant,28.0,Percentage (Judge% + Fan%),11.07,4.17,16.14,Safe,,12.33
22,6,Nyle DiMarco,25.0,Percentage (Judge% + Fan%),11.55,4.13,16.14,Safe,,11.01
22,6,Ginger Zee,24.0,Percentage (Judge% + Fan%),11.79,4.1,16.14,Safe,,10.57
22,6,Wanya Morris,29.0,Percentage (Judge% + Fan%),10.97,4.24,16.14,Safe,,12.78
22,7,Kim Fields,26.0,Percentage (Judge% + Fan%),6.7,1.65,12.47,Eliminated,,12.15
22,7,Jodie Sweetin,25.5,Percentage (Judge% + Fan%),14.07,4.38,12.47,Safe,,11.92
22,7,Von Miller,26.0,Percentage (Judge% + Fan%),13.9,4.35,12.47,Safe,,12.15
22,7,Antonio Brown,26.0,Percentage (Judge% + Fan%),13.47,4.2,12.47,Safe,,12.15
22,7,Paige VanZant,27.5,Percentage (Judge% + Fan%),12.74,4.18,12.47,Safe,,12.85
22,7,Nyle DiMarco,28.0,Percentage (Judge% + Fan%),13.14,4.38,12.47,Safe,,13.08
22,7,Ginger Zee,27.5,Percentage (Judge% + Fan%),13.3,4.27,12.47,Safe,,12.85
22,7,Wanya Morris,27.5,Percentage (Judge% + Fan%),12.67,4.21,12.47,Safe,,12.85
22,8,Jodie Sweetin,30.0,Percentage (Judge% + Fan%),9.67,1.91,7.56,Eliminated,,17.75
22,8,Antonio Brown,27.0,Percentage (Judge% + Fan%),18.56,4.48,7.56,Safe,,15.98
22,8,Paige VanZant,28.0,Percentage (Judge% + Fan%),17.73,4.37,7.56,Safe,,16.57
22,8,Nyle DiMarco,29.0,Percentage (Judge% + Fan%),17.72,4.48,7.56,Safe,,17.16
22,8,Ginger Zee,30.0,Percentage (Judge% + Fan%),17.64,4.57,7.56,Safe,,17.75
22,8,Wanya Morris,25.0,Percentage (Judge% + Fan%),18.67,4.14,7.56,Safe,,14.79
22,9,Antonio Brown,27.5,Percentage (Judge% + Fan%),13.9,2.54,21.23,Eliminated,,19.16
22,9,Paige VanZant,29.5,Percentage (Judge% + Fan%),21.21,4.86,21.23,Safe,,20.56
22,9,Nyle DiMarco,28.5,Percentage (Judge% + Fan%),21.48,4.83,21.23,Safe,,19.86
22,9,Ginger Zee,28.0,Percentage (Judge% + Fan%),21.57,4.75,21.23,Safe,,19.51
22,9,Wanya Morris,30.0,Percentage (Judge% + Fan%),21.84,5.09,21.23,Safe,,20.91
22,10,Paige VanZant,29.666600000000003,Percentage (Judge% + Fan%),32.99,6.59,100.0,Safe,,34.1
22,10,Nyle DiMarco,28.9998,Percentage (Judge% + Fan%),33.41,6.62,100.0,Safe,,33.33
22,10,Ginger Zee,28.333199999999998,Percentage (Judge% + Fan%),33.59,6.6,100.0,Safe,,32.57
23,1,Jake T. Austin,22.0,Percentage (Judge% + Fan%),7.72,7.15,100.0,Safe,,6.67
23,1,Maureen McCormick,22.0,Percentage (Judge% + Fan%),7.68,7.11,100.0,Safe,,6.67
