celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_Est_FanPct_Mean_Bayesian,week2_Est_FanPct_Mean_Bayesian,week3_Est_FanPct_Mean_Bayesian,week4_Est_FanPct_Mean_Bayesian,week5_Est_FanPct_Mean_Bayesian,week6_Est_FanPct_Mean_Bayesian,week7_Est_FanPct_Mean_Bayesian,week8_Est_FanPct_Mean_Bayesian,week9_Est_FanPct_Mean_Bayesian,week10_Est_FanPct_Mean_Bayesian,week11_Est_FanPct_Mean_Bayesian,week1_Est_FanPct_Std_Bayesian,week2_Est_FanPct_Std_Bayesian,week3_Est_FanPct_Std_Bayesian,week4_Est_FanPct_Std_Bayesian,week5_Est_FanPct_Std_Bayesian,week6_Est_FanPct_Std_Bayesian,week7_Est_FanPct_Std_Bayesian,week8_Est_FanPct_Std_Bayesian,week9_Est_FanPct_Std_Bayesian,week10_Est_FanPct_Std_Bayesian,week11_Est_FanPct_Std_Bayesian,week1_Acceptance_RatePct_Bayesian,week2_Acceptance_RatePct_Bayesian,week3_Acceptance_RatePct_Bayesian,week4_Acceptance_RatePct_Bayesian,week5_Acceptance_RatePct_Bayesian,week6_Acceptance_RatePct_Bayesian,week7_Acceptance_RatePct_Bayesian,week8_Acceptance_RatePct_Bayesian,week9_Acceptance_RatePct_Bayesian,week10_Acceptance_RatePct_Bayesian,week11_Acceptance_RatePct_Bayesian
Chuck Liddell,Anna Trebunskaya,Athlete,California,United States,39,9,Eliminated Week 4,11,8.0,7.0,7.0,,6.0,7.0,6.0,,6.0,5.0,6.0,,6.0,5.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.35,7.31,7.8,4.07,,,,,,,,3.34,3.43,3.5,1.37,,,,,,,,27.12,10.36,16.13,15.7,,,,,,,
Natalie Coughlin,Alec Mazo,Athlete,California,United States,27,9,Eliminated Week 5,10,9.6666,8.6666,8.6666,,7.0,7.0,7.0,,9.0,8.0,9.0,,8.0,8.0,8.0,,7.0,8.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,5.17,6.14,6.19,7.49,4.0,,,,,,,3.08,3.19,3.36,3.57,1.4,,,,,,,27.12,10.36,16.13,15.7,21.96,,,,,,
Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,9,Eliminated Week 6,8,8.6666,9.6666,8.6666,,6.0,7.0,6.0,,8.0,5.0,7.0,,5.0,5.0,6.0,,7.0,8.0,7.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,5.66,6.8,6.91,9.15,9.45,10.68,,,,,,3.22,3.26,3.42,3.46,3.68,3.75,,,,,,27.12,10.36,16.13,15.7,21.96,17.54,,,,,
Michael Irvin,Anna Demidova,Athlete,Florida,United States,43,9,Eliminated Week 7,7,7.0,6.0,6.0,,7.0,7.0,6.0,,5.0,4.0,5.0,,5.0,6.0,5.0,,7.0,7.0,7.0,,6.6666,8.6666,6.6666,,8.0,8.0,7.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,5.5,6.05,7.35,8.6,8.97,10.49,12.3,,,,,2.91,3.09,3.01,3.26,3.42,3.49,3.98,,,,,27.12,10.36,16.13,15.7,21.96,17.54,44.35,,,,
Joanna Krupa,Derek Hough,Model,,Poland,30,9,Eliminated Week 9,4,11.3333,11.3333,11.3333,,6.0,7.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,8.0,8.0,8.0,,11.3333,12.3333,12.3333,,9.0,9.0,9.5,,8.5,8.5,9.0,,9.0,9.0,9.0,,0.0,0.0,0.0,,,,,,9.27,10.18,10.76,12.39,13.55,14.45,17.8,23.03,18.09,,,4.07,4.21,4.34,4.61,4.74,4.92,5.3,5.3,2.75,,,27.12,10.36,16.13,15.7,21.96,17.54,44.35,21.21,9.18,,
Kathy Ireland,Tony Dovolani,Model,California,United States,46,9,Eliminated Week 2,14,7.3333,6.3333,6.3333,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.6,2.48,,,,,,,,,,3.35,0.91,,,,,,,,,,27.12,10.36,,,,,,,,,
Tom DeLay,Cheryl Burke,Politician,Texas,United States,62,9,Withdrew,13,7.3333,6.3333,6.3333,,6.0,6.0,6.0,,6.0,4.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.6,7.53,8.25,,,,,,,,,3.34,3.44,3.48,,,,,,,,,27.12,10.36,16.13,,,,,,,,
Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,9,Eliminated Week 1,15,7.3333,5.3333,6.3333,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,5.85,,,,,,,,,,,3.05,,,,,,,,,,,27.12,,,,,,,,,,
Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21,9,Eliminated Week 8,5,10.3333,11.3333,10.3333,,9.0,9.0,9.0,,8.0,6.0,7.0,,6.0,6.0,6.0,,8.0,8.0,8.0,,10.6666,11.6666,10.6666,,8.5,9.0,9.0,,8.0,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.78,8.56,9.14,10.9,11.67,12.46,15.6,13.25,,,,3.77,3.93,4.0,4.15,4.38,4.58,4.95,2.63,,,,27.12,10.36,16.13,15.7,21.96,17.54,44.35,21.21,,,
Mya,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,9,2nd Place,2,11.3333,8.3333,11.3333,,9.0,9.0,9.0,,10.0,7.0,10.0,,10.0,8.0,10.0,,9.0,9.0,9.0,,11.0,10.0,12.0,,8.5,7.5,8.5,,9.5,10.0,10.0,,9.3333,9.6666,10.0,,9.4444,9.4444,9.4444,,,,,,10.1,10.99,11.67,13.41,14.6,15.62,19.18,23.77,29.68,40.75,,4.23,4.4,4.5,4.78,4.93,5.08,5.44,5.73,5.81,6.89,,27.12,10.36,16.13,15.7,21.96,17.54,44.35,21.21,9.18,100.0,
Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,9,1st Place,1,10.3333,9.3333,10.3333,,8.0,9.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,10.0,9.0,10.0,,10.3333,10.3333,10.3333,,8.5,8.5,9.0,,8.5,8.0,8.5,,8.0,8.3333,8.3333,,9.6666,9.6666,9.6666,,,,,,6.27,7.02,7.53,8.79,9.56,10.55,13.51,19.87,26.33,29.02,,3.4,3.58,3.63,3.89,4.06,4.15,4.52,4.4,4.23,6.35,,27.12,10.36,16.13,15.7,21.96,17.54,44.35,21.21,9.18,100.0,
Kelly Osbourne,Louis van Amstel,TV Personality,,England,24,9,3rd Place,3,9.6666,10.6666,10.6666,,6.0,7.0,6.0,,7.0,6.0,7.0,,8.0,7.0,8.0,,8.0,8.0,8.0,,8.6666,7.6666,8.6666,,8.5,8.5,9.0,,8.0,8.5,9.0,,8.6666,8.6666,8.6666,,8.5,8.5,8.2222,,,,,,6.68,7.71,7.98,9.3,10.32,11.58,14.04,20.07,25.91,30.24,,3.51,3.57,3.71,3.98,4.06,4.12,4.61,4.54,4.45,6.43,,27.12,10.36,16.13,15.7,21.96,17.54,44.35,21.21,9.18,100.0,
Aiden Turner,Edyta Sliwinska,Actor/Actress,,England,32,10,Eliminated Week 4,9,5.0,5.0,5.0,,7.0,6.0,6.0,,7.0,6.0,7.0,,5.5,5.5,5.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.64,7.41,7.82,5.09,,,,,,,,3.48,3.19,3.57,1.82,,,,,,,,100.0,9.42,50.96,42.03,,,,,,,
Shannen Doherty,Mark Ballas,Actor/Actress,Tennessee,United States,38,10,Eliminated Week 2,11,6.0,6.0,6.0,,7.0,6.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.76,2.65,,,,,,,,,,3.52,1.08,,,,,,,,,,100.0,9.42,,,,,,,,,
Niecy Nash,Louis van Amstel,Actor/Actress,California,United States,40,10,Eliminated Week 8,5,7.0,5.0,6.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,8.6666,8.6666,8.6666,,8.5,8.0,8.0,,7.0,7.0,7.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.88,7.2,7.92,9.48,12.04,12.56,15.93,12.08,,,,3.54,3.32,3.66,3.64,3.59,3.93,3.77,3.14,,,,100.0,9.42,50.96,42.03,7.1,33.9,5.69,57.71,,,
Buzz Aldrin,Ashly DelGrosso,Astronaut,New Jersey,United States,80,10,Eliminated Week 3,10,5.0,4.0,5.0,,4.0,4.0,4.0,,5.0,4.0,4.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.46,9.96,5.36,,,,,,,,,3.68,3.09,1.84,,,,,,,,,100.0,9.42,50.96,,,,,,,,
Chad Ochocinco,Cheryl Burke,Athlete,Florida,United States,32,10,Eliminated Week 9,4,6.0,6.0,6.0,,6.0,5.0,5.0,,7.0,6.0,7.0,,7.5,6.5,8.0,,6.0,6.0,6.0,,10.3333,10.3333,10.3333,,8.5,9.0,8.5,,7.5,7.5,7.5,,8.5,8.5,9.0,,0.0,0.0,0.0,,,,,,8.28,9.23,9.32,10.09,12.92,13.31,16.54,19.59,17.39,,,3.86,3.45,3.95,4.1,3.89,4.51,4.26,4.84,3.49,,,100.0,9.42,50.96,42.03,7.1,33.9,5.69,57.71,48.43,,
Evan Lysacek,Anna Trebunskaya,Athlete,Illinois,United States,24,10,2nd Place,2,8.0,7.0,8.0,,8.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,8.5,9.0,,10.0,9.5,10.0,,9.3333,8.7777,8.7777,,,,,,7.7,7.63,8.5,9.29,10.61,13.17,15.62,17.63,22.66,26.6,,3.74,3.62,3.91,4.03,4.2,4.19,4.13,4.88,4.88,6.18,,100.0,9.42,50.96,42.03,7.1,33.9,5.69,57.71,48.43,100.0,
Pamela Anderson,Damian Whitewood,Model,,Canada,42,10,Eliminated Week 7,6,7.0,6.0,8.0,,7.0,7.0,8.0,,7.0,7.0,7.0,,7.5,7.5,8.5,,7.0,6.0,8.0,,9.6666,9.6666,10.6666,,8.5,8.5,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,11.08,10.91,11.99,12.84,14.53,17.16,10.33,,,,,4.4,4.29,4.54,4.67,4.68,5.17,2.04,,,,,100.0,9.42,50.96,42.03,7.1,33.9,5.69,,,,
Nicole Scherzinger,Derek Hough,Singer/Rapper,Hawaii,United States,31,10,1st Place,1,9.0,7.0,9.0,,10.0,8.0,10.0,,8.0,6.0,9.0,,8.5,8.0,8.5,,10.0,9.0,10.0,,12.3333,10.3333,13.3333,,9.0,9.0,9.0,,10.0,9.5,10.0,,10.0,9.5,10.0,,9.5,9.5,9.7777,,,,,,9.24,9.05,10.09,10.92,12.1,14.36,17.31,20.13,25.01,30.36,,4.05,3.97,4.21,4.35,4.59,4.87,4.65,5.5,5.34,6.44,,100.0,9.42,50.96,42.03,7.1,33.9,5.69,57.71,48.43,100.0,
Erin Andrews,Maksim Chmerkoskiy,Sports Broadcaster,Maine,United States,32,10,3rd Place,3,7.0,7.0,7.0,,8.0,7.0,8.0,,8.0,7.0,8.0,,6.5,6.5,6.5,,7.0,7.0,8.0,,12.0,10.0,12.0,,8.5,8.5,8.5,,8.5,9.0,9.0,,9.5,9.0,9.5,,9.2222,8.8888,8.8888,,,,,,14.41,14.14,15.37,16.38,17.76,21.96,24.27,30.58,34.93,43.03,,4.92,4.83,5.08,5.15,5.29,5.8,5.81,6.45,6.5,6.93,,100.0,9.42,50.96,42.03,7.1,33.9,5.69,57.71,48.43,100.0,
Kate Gosselin,Tony Dovolani,TV Personality,Pennsylvania,United States,35,10,Eliminated Week 5,8,6.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.0,5.0,,5.0,5.5,5.5,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,14.22,14.12,15.3,16.31,9.17,,,,,,,4.89,4.69,4.97,5.06,1.92,,,,,,,100.0,9.42,50.96,42.03,7.1,,,,,,
Jake Pavelka,Chelsie Hightower,TV Personality,Texas,United States,32,10,Eliminated Week 6,7,7.0,6.0,7.0,,6.0,7.0,7.0,,7.0,7.0,7.0,,6.5,6.5,6.0,,8.0,7.0,8.0,,8.3333,8.3333,8.3333,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.33,7.71,8.34,9.61,10.88,7.48,,,,,,3.64,3.41,3.77,3.78,3.94,2.2,,,,,,100.0,9.42,50.96,42.03,7.1,33.9,,,,,
David Hasselhoff,Kym Johnson,Actor/Actress,Maryland,United States,58,11,Eliminated Week 1,12,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,3.12,,,,,,,,,,,1.23,,,,,,,,,,,25.76,,,,,,,,,,
Florence Henderson,Corky Ballas,Actor/Actress,Indiana,United States,76,11,Eliminated Week 5,8,6.0,6.0,6.0,,7.0,6.0,6.0,,7.0,6.0,7.0,,6.0,6.0,5.5,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.05,7.6,8.74,10.02,5.74,,,,,,,3.4,3.56,3.58,3.67,1.8,,,,,,,25.76,51.55,39.1,15.15,28.36,,,,,,
Kyle Massey,Lacey Schwimmer,Actor/Actress,Georgia,United States,19,11,2nd Place,2,8.0,7.0,8.0,,8.0,7.0,7.0,,8.0,7.0,8.0,,7.0,6.5,6.5,,8.0,5.0,7.0,,10.3333,9.3333,10.3333,,9.0,8.5,8.0,8.0,9.5,9.0,9.5,,10.0,9.0,10.0,,9.3333,8.6666,9.3333,,,,,,6.92,7.6,8.5,9.61,11.62,12.76,15.52,17.14,23.97,25.92,,3.54,3.67,3.72,3.82,3.8,3.77,4.07,4.61,4.21,6.15,,25.76,51.55,39.1,15.15,28.36,7.09,18.39,55.15,12.25,100.0,
Jennifer Grey,Derek Hough,Actor/Actress,New York,United States,50,11,1st Place,1,8.0,8.0,8.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.5,9.0,9.5,,8.0,8.0,9.0,,9.0,10.0,10.0,,9.5,9.0,9.0,9.0,9.5,9.5,9.5,,10.0,10.0,10.0,,10.0,10.0,10.0,,,,,,11.84,12.62,13.41,14.39,16.39,17.8,20.55,24.04,28.87,38.45,,4.54,4.68,4.77,4.95,5.14,5.0,5.43,5.83,5.55,6.81,,25.76,51.55,39.1,15.15,28.36,7.09,18.39,55.15,12.25,100.0,
Rick Fox,Cheryl Burke,Athlete,,Canada,41,11,Eliminated Week 7,6,8.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,6.0,7.0,6.5,,8.0,8.0,8.0,,10.0,10.0,10.0,,9.0,8.5,8.5,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,8.28,8.99,9.72,10.94,12.16,13.97,9.28,,,,,3.85,3.97,4.07,4.14,4.35,4.15,2.21,,,,,25.76,51.55,39.1,15.15,28.36,7.09,18.39,,,,
Kurt Warner,Anna Trebunskaya,Athlete,Iowa,United States,39,11,Eliminated Week 8,5,7.0,5.0,7.0,,7.0,7.0,7.0,,8.0,8.0,7.0,,6.0,5.5,5.5,,8.0,8.0,8.0,,7.3333,7.3333,7.3333,,9.5,8.5,8.5,8.5,8.0,8.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.01,7.53,8.38,10.23,10.58,15.31,15.0,12.24,,,,3.44,3.62,3.69,3.66,3.96,3.46,4.1,3.07,,,,25.76,51.55,39.1,15.15,28.36,7.09,18.39,55.15,,,
Margaret Cho,Louis van Amstel,Comedian,California,United States,41,11,Eliminated Week 3,10,5.0,5.0,5.0,,6.0,6.0,6.0,,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.37,7.46,4.42,,,,,,,,,3.23,3.46,1.59,,,,,,,,,25.76,51.55,39.1,,,,,,,,
Michael Bolton,Chelsie Hightower,Singer/Rapper,Connecticut,United States,57,11,Eliminated Week 2,11,6.0,5.0,5.0,,4.0,5.0,3.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.44,4.68,,,,,,,,,,3.35,1.71,,,,,,,,,,25.76,51.55,,,,,,,,,
Brandy,Maksim Chmerkoskiy,Singer/Rapper,Mississippi,United States,31,11,Eliminated Week 9,4,7.0,8.0,8.0,,7.0,7.0,7.0,,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,,11.3333,12.3333,12.3333,,9.0,9.0,9.5,9.0,9.0,9.5,10.0,,9.5,9.5,9.5,,0.0,0.0,0.0,,,,,,11.53,12.29,13.08,14.04,15.97,17.1,20.12,23.55,18.44,,,4.47,4.61,4.72,4.89,5.11,5.14,5.36,5.76,2.79,,,25.76,51.55,39.1,15.15,28.36,7.09,18.39,55.15,12.25,,
The Situation,Karina Smirnoff,TV Personality,New York,United States,28,11,Eliminated Week 4,9,5.0,5.0,5.0,,6.0,6.0,6.0,,7.0,6.0,7.0,,5.0,4.5,4.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,10.56,11.14,11.99,6.74,,,,,,,,4.17,4.36,4.41,1.74,,,,,,,,25.76,51.55,39.1,15.15,,,,,,,
Audrina Patridge,Tony Dovolani,TV Personality,California,United States,25,11,Eliminated Week 6,7,6.0,7.0,6.0,,8.0,8.0,7.0,,8.0,9.0,9.0,,8.0,7.5,7.5,,7.0,8.0,8.0,,10.6666,10.6666,10.6666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,8.1,8.62,9.33,10.29,11.94,6.36,,,,,,3.74,3.93,4.03,4.19,4.21,1.73,,,,,,25.76,51.55,39.1,15.15,28.36,7.09,,,,,
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,19,11,3rd Place,3,6.0,6.0,6.0,,7.0,8.0,7.0,,6.0,6.0,7.0,,5.0,5.5,5.5,,6.0,6.0,6.0,,9.6666,8.6666,9.6666,,8.5,8.0,8.0,8.0,7.5,8.0,8.0,,8.5,9.0,9.0,,8.3333,9.0,8.3333,,,,,,10.77,11.47,12.44,13.72,15.61,16.7,19.53,23.03,28.73,35.63,,4.3,4.48,4.47,4.54,4.67,4.68,4.99,5.32,4.91,6.71,,25.76,51.55,39.1,15.15,28.36,7.09,18.39,55.15,12.25,100.0,
Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,12,Eliminated Week 9,4,8.0,8.0,8.0,,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,8.0,9.0,,8.0,7.0,7.0,,8.0,8.0,8.0,,9.0,8.5,7.5,8.0,7.5,7.5,8.0,,8.0,8.0,8.0,,0.0,0.0,0.0,,,,,,8.9,9.06,10.06,10.84,12.57,13.93,15.91,22.37,20.01,,,3.98,3.96,4.04,4.21,4.19,4.4,4.52,3.88,3.81,,,100.0,27.44,30.55,25.78,35.58,47.74,28.16,1.71,59.42,,
Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,12,3rd Place,3,7.0,7.0,7.0,,6.0,5.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,9.0,8.0,9.0,,10.0,9.0,9.0,,8.0,8.5,7.5,8.0,9.0,9.0,9.5,,12.0,12.0,12.5,,10.0,9.6666,10.0,,,,,,9.11,9.47,10.09,10.98,12.23,13.61,16.26,20.33,24.61,31.6,,4.02,3.91,4.14,4.29,4.41,4.61,4.52,4.25,5.78,6.51,,100.0,27.44,30.55,25.78,35.58,47.74,28.16,1.71,59.42,100.0,
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,12,2nd Place,2,8.0,7.0,8.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,,8.0,7.0,8.0,,8.0,9.0,9.0,,8.0,7.0,7.0,8.0,8.5,9.0,9.0,,9.0,9.0,9.0,,9.3333,9.3333,9.3333,,,,,,10.87,10.99,11.93,13.09,14.32,15.66,18.25,22.05,29.8,36.98,,4.36,4.33,4.47,4.56,4.68,4.9,4.79,4.63,5.68,6.76,,100.0,27.44,30.55,25.78,35.58,47.74,28.16,1.71,59.42,100.0,
Hines Ward,Kym Johnson,Athlete,,South Korea,35,12,1st Place,1,7.0,7.0,7.0,,8.0,7.0,8.0,,9.0,8.0,8.0,,9.0,8.0,8.0,,9.0,9.0,9.0,,9.0,9.0,9.0,,8.0,8.0,8.0,9.0,9.0,9.0,9.0,,10.0,10.0,10.0,,10.0,9.6666,10.0,,,,,,9.04,9.11,9.95,11.0,12.09,13.63,16.01,20.51,25.58,31.41,,4.02,4.0,4.17,4.26,4.43,4.55,4.54,4.26,5.31,6.5,,100.0,27.44,30.55,25.78,35.58,47.74,28.16,1.71,59.42,100.0,
Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,12,Eliminated Week 4,9,6.0,5.0,6.0,,6.0,5.0,6.0,,7.0,6.0,7.0,,7.0,7.0,7.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.17,8.08,8.74,4.72,,,,,,,,3.61,3.41,3.62,1.57,,,,,,,,100.0,27.44,30.55,25.78,,,,,,,
Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,12,Eliminated Week 6,7,7.0,6.0,6.0,,8.0,7.0,8.0,,7.0,7.0,7.0,,8.0,7.0,8.0,,9.0,8.0,9.0,,7.0,8.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,7.03,7.17,8.44,9.32,10.19,7.57,,,,,,3.58,3.55,3.61,3.69,3.92,2.27,,,,,,100.0,27.44,30.55,25.78,35.58,47.74,,,,,
Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,12,Eliminated Week 5,8,6.0,6.0,6.0,,6.0,6.0,6.0,,8.0,9.0,8.0,,8.0,7.0,8.0,,7.0,7.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.94,7.68,7.89,9.23,5.78,,,,,,,3.56,3.38,3.69,3.65,1.84,,,,,,,100.0,27.44,30.55,25.78,35.58,,,,,,
Mike Catherwood,Lacey Schwimmer,Radio Personality,California,United States,32,12,Eliminated Week 2,11,5.0,4.0,4.0,,6.0,5.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,6.72,3.33,,,,,,,,,,3.51,1.29,,,,,,,,,,100.0,27.44,,,,,,,,,
Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,12,Eliminated Week 8,5,7.0,6.0,6.0,,7.0,8.0,8.0,,7.0,6.0,7.0,,7.0,8.0,8.0,,9.0,8.0,9.0,,10.0,9.0,9.0,,7.5,8.0,7.0,7.5,8.5,9.0,8.5,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,16.39,16.47,17.47,19.01,20.35,21.92,24.02,14.75,,,,5.18,5.21,5.33,5.49,5.63,5.79,5.83,2.04,,,,100.0,27.44,30.55,25.78,35.58,47.74,28.16,1.71,,,
Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,12,Eliminated Week 3,10,5.0,4.0,5.0,,6.0,5.0,6.0,,5.0,5.0,5.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,9.05,9.56,5.64,,,,,,,,,4.01,3.86,1.68,,,,,,,,,100.0,27.44,30.55,,,,,,,,
Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,12,Eliminated Week 7,6,6.0,6.0,6.0,,7.0,6.0,6.0,,8.0,7.0,8.0,,6.0,6.0,6.0,,8.0,7.0,7.0,,8.0,8.0,9.0,,7.5,7.5,7.5,8.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,,,,8.79,9.08,9.8,11.8,12.47,13.67,9.55,,,,,3.97,3.86,4.09,3.89,4.17,4.42,2.29,,,,,100.0,27.44,30.55,25.78,35.58,47.74,28.16,,,,
